"REF_DATE","GEO","DGUID","Age group","Sex","Indicators","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Canada (excluding territories)","","50 to 64 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110789825","1.5.1.15.1","1506300","","","","0"
"2017","Canada (excluding territories)","","50 to 64 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110789825","1.5.1.15.1","1471900","","","","0"
"2018","Canada (excluding territories)","","50 to 64 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110789825","1.5.1.15.1","1384700","","","","0"
"2019","Canada (excluding territories)","","50 to 64 years","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110789825","1.5.1.15.1","1387400","","","","0"
"2015","Canada (excluding territories)","","50 to 64 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110789828","1.5.1.15.4","21.0","","","","1"
"2016","Canada (excluding territories)","","50 to 64 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110789828","1.5.1.15.4","20.1","","","","1"
"2017","Canada (excluding territories)","","50 to 64 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110789828","1.5.1.15.4","19.5","","","","1"
"2018","Canada (excluding territories)","","50 to 64 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110789828","1.5.1.15.4","18.4","","","","1"
"2019","Canada (excluding territories)","","50 to 64 years","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110789828","1.5.1.15.4","18.4","","","","1"
"2015","Canada (excluding territories)","","50 to 64 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110789832","1.5.1.16.1","1248500","","","","0"
"2016","Canada (excluding territories)","","50 to 64 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110789832","1.5.1.16.1","1240200","","","","0"
"2017","Canada (excluding territories)","","50 to 64 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110789832","1.5.1.16.1","1193100","","","","0"
"2018","Canada (excluding territories)","","50 to 64 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110789832","1.5.1.16.1","1119000","","","","0"
"2019","Canada (excluding territories)","","50 to 64 years","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110789832","1.5.1.16.1","1093300","","","","0"
"2015","Canada (excluding territories)","","50 to 64 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110789835","1.5.1.16.4","16.8","","","","1"
"2016","Canada (excluding territories)","","50 to 64 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110789835","1.5.1.16.4","16.5","","","","1"
"2017","Canada (excluding territories)","","50 to 64 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110789835","1.5.1.16.4","15.8","","","","1"
"2018","Canada (excluding territories)","","50 to 64 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110789835","1.5.1.16.4","14.8","","","","1"
"2019","Canada (excluding territories)","","50 to 64 years","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110789835","1.5.1.16.4","14.5","","","","1"
"2015","Canada (excluding territories)","","50 to 64 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790007","1.5.2.15.1","858600","","","","0"
"2016","Canada (excluding territories)","","50 to 64 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790007","1.5.2.15.1","837500","","","","0"
"2017","Canada (excluding territories)","","50 to 64 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790007","1.5.2.15.1","844600","","","","0"
"2018","Canada (excluding territories)","","50 to 64 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790007","1.5.2.15.1","759900","","","","0"
"2019","Canada (excluding territories)","","50 to 64 years","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790007","1.5.2.15.1","767000","","","","0"
"2015","Canada (excluding territories)","","50 to 64 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790010","1.5.2.15.4","23.2","","","","1"
"2016","Canada (excluding territories)","","50 to 64 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790010","1.5.2.15.4","22.4","","","","1"
"2017","Canada (excluding territories)","","50 to 64 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790010","1.5.2.15.4","22.5","","","","1"
"2018","Canada (excluding territories)","","50 to 64 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790010","1.5.2.15.4","20.3","","","","1"
"2019","Canada (excluding territories)","","50 to 64 years","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790010","1.5.2.15.4","20.5","","","","1"
"2015","Canada (excluding territories)","","50 to 64 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110790014","1.5.2.16.1","689100","","","","0"
"2016","Canada (excluding territories)","","50 to 64 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110790014","1.5.2.16.1","678200","","","","0"
"2017","Canada (excluding territories)","","50 to 64 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110790014","1.5.2.16.1","693200","","","","0"
"2018","Canada (excluding territories)","","50 to 64 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110790014","1.5.2.16.1","610200","","","","0"
"2019","Canada (excluding territories)","","50 to 64 years","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110790014","1.5.2.16.1","598200","","","","0"
"2015","Canada (excluding territories)","","50 to 64 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110790017","1.5.2.16.4","18.6","","","","1"
"2016","Canada (excluding territories)","","50 to 64 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110790017","1.5.2.16.4","18.2","","","","1"
"2017","Canada (excluding territories)","","50 to 64 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110790017","1.5.2.16.4","18.5","","","","1"
"2018","Canada (excluding territories)","","50 to 64 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110790017","1.5.2.16.4","16.3","","","","1"
"2019","Canada (excluding territories)","","50 to 64 years","Males","Current smoker, daily","Percent","Percent","239","units","0","v110790017","1.5.2.16.4","16.0","","","","1"
"2015","Canada (excluding territories)","","50 to 64 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790189","1.5.3.15.1","703200","","","","0"
"2016","Canada (excluding territories)","","50 to 64 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790189","1.5.3.15.1","668800","","","","0"
"2017","Canada (excluding territories)","","50 to 64 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790189","1.5.3.15.1","627200","","","","0"
"2018","Canada (excluding territories)","","50 to 64 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790189","1.5.3.15.1","624700","","","","0"
"2019","Canada (excluding territories)","","50 to 64 years","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790189","1.5.3.15.1","620400","","","","0"
"2015","Canada (excluding territories)","","50 to 64 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790192","1.5.3.15.4","18.8","","","","1"
"2016","Canada (excluding territories)","","50 to 64 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790192","1.5.3.15.4","17.7","","","","1"
"2017","Canada (excluding territories)","","50 to 64 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790192","1.5.3.15.4","16.6","","","","1"
"2018","Canada (excluding territories)","","50 to 64 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790192","1.5.3.15.4","16.5","","","","1"
"2019","Canada (excluding territories)","","50 to 64 years","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790192","1.5.3.15.4","16.4","","","","1"
"2015","Canada (excluding territories)","","50 to 64 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110790196","1.5.3.16.1","559400","","","","0"
"2016","Canada (excluding territories)","","50 to 64 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110790196","1.5.3.16.1","562000","","","","0"
"2017","Canada (excluding territories)","","50 to 64 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110790196","1.5.3.16.1","499900","","","","0"
"2018","Canada (excluding territories)","","50 to 64 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110790196","1.5.3.16.1","508800","","","","0"
"2019","Canada (excluding territories)","","50 to 64 years","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110790196","1.5.3.16.1","495100","","","","0"
"2015","Canada (excluding territories)","","50 to 64 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110790199","1.5.3.16.4","15.0","","","","1"
"2016","Canada (excluding territories)","","50 to 64 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110790199","1.5.3.16.4","14.9","","","","1"
"2017","Canada (excluding territories)","","50 to 64 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110790199","1.5.3.16.4","13.2","","","","1"
"2018","Canada (excluding territories)","","50 to 64 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110790199","1.5.3.16.4","13.4","","","","1"
"2019","Canada (excluding territories)","","50 to 64 years","Females","Current smoker, daily","Percent","Percent","239","units","0","v110790199","1.5.3.16.4","13.1","","","","1"
"2015","Canada (excluding territories)","","65 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790371","1.6.1.15.1","533200","","","","0"
"2016","Canada (excluding territories)","","65 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790371","1.6.1.15.1","534700","","","","0"
"2017","Canada (excluding territories)","","65 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790371","1.6.1.15.1","573800","","","","0"
"2018","Canada (excluding territories)","","65 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790371","1.6.1.15.1","587000","","","","0"
"2019","Canada (excluding territories)","","65 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790371","1.6.1.15.1","573900","","","","0"
"2015","Canada (excluding territories)","","65 years and over","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790374","1.6.1.15.4","9.8","","","","1"
"2016","Canada (excluding territories)","","65 years and over","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790374","1.6.1.15.4","9.5","","","","1"
"2017","Canada (excluding territories)","","65 years and over","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790374","1.6.1.15.4","9.8","","","","1"
"2018","Canada (excluding territories)","","65 years and over","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790374","1.6.1.15.4","9.7","","","","1"
"2019","Canada (excluding territories)","","65 years and over","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790374","1.6.1.15.4","9.1","","","","1"
"2015","Canada (excluding territories)","","65 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110790378","1.6.1.16.1","432100","","","","0"
"2016","Canada (excluding territories)","","65 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110790378","1.6.1.16.1","431900","","","","0"
"2017","Canada (excluding territories)","","65 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110790378","1.6.1.16.1","474300","","","","0"
"2018","Canada (excluding territories)","","65 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110790378","1.6.1.16.1","452800","","","","0"
"2019","Canada (excluding territories)","","65 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110790378","1.6.1.16.1","452700","","","","0"
"2015","Canada (excluding territories)","","65 years and over","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110790381","1.6.1.16.4","7.9","","","","1"
"2016","Canada (excluding territories)","","65 years and over","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110790381","1.6.1.16.4","7.6","","","","1"
"2017","Canada (excluding territories)","","65 years and over","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110790381","1.6.1.16.4","8.1","","","","1"
"2018","Canada (excluding territories)","","65 years and over","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110790381","1.6.1.16.4","7.5","","","","1"
"2019","Canada (excluding territories)","","65 years and over","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110790381","1.6.1.16.4","7.2","","","","1"
"2015","Canada (excluding territories)","","65 years and over","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790553","1.6.2.15.1","262300","","","","0"
"2016","Canada (excluding territories)","","65 years and over","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790553","1.6.2.15.1","287400","","","","0"
"2017","Canada (excluding territories)","","65 years and over","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790553","1.6.2.15.1","284400","","","","0"
"2018","Canada (excluding territories)","","65 years and over","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790553","1.6.2.15.1","312000","","","","0"
"2019","Canada (excluding territories)","","65 years and over","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790553","1.6.2.15.1","292100","","","","0"
"2015","Canada (excluding territories)","","65 years and over","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790556","1.6.2.15.4","10.5","","","","1"
"2016","Canada (excluding territories)","","65 years and over","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790556","1.6.2.15.4","11.0","","","","1"
"2017","Canada (excluding territories)","","65 years and over","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790556","1.6.2.15.4","10.5","","","","1"
"2018","Canada (excluding territories)","","65 years and over","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790556","1.6.2.15.4","11.1","","","","1"
"2019","Canada (excluding territories)","","65 years and over","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790556","1.6.2.15.4","10.0","","","","1"
"2015","Canada (excluding territories)","","65 years and over","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110790560","1.6.2.16.1","218900","","","","0"
"2016","Canada (excluding territories)","","65 years and over","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110790560","1.6.2.16.1","233200","","","","0"
"2017","Canada (excluding territories)","","65 years and over","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110790560","1.6.2.16.1","238700","","","","0"
"2018","Canada (excluding territories)","","65 years and over","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110790560","1.6.2.16.1","239800","","","","0"
"2019","Canada (excluding territories)","","65 years and over","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110790560","1.6.2.16.1","237500","","","","0"
"2015","Canada (excluding territories)","","65 years and over","Males","Current smoker, daily","Percent","Percent","239","units","0","v110790563","1.6.2.16.4","8.7","","","","1"
"2016","Canada (excluding territories)","","65 years and over","Males","Current smoker, daily","Percent","Percent","239","units","0","v110790563","1.6.2.16.4","9.0","","","","1"
"2017","Canada (excluding territories)","","65 years and over","Males","Current smoker, daily","Percent","Percent","239","units","0","v110790563","1.6.2.16.4","8.8","","","","1"
"2018","Canada (excluding territories)","","65 years and over","Males","Current smoker, daily","Percent","Percent","239","units","0","v110790563","1.6.2.16.4","8.5","","","","1"
"2019","Canada (excluding territories)","","65 years and over","Males","Current smoker, daily","Percent","Percent","239","units","0","v110790563","1.6.2.16.4","8.1","","","","1"
"2015","Canada (excluding territories)","","65 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790735","1.6.3.15.1","270900","","","","0"
"2016","Canada (excluding territories)","","65 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790735","1.6.3.15.1","247200","","","","0"
"2017","Canada (excluding territories)","","65 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790735","1.6.3.15.1","289400","","","","0"
"2018","Canada (excluding territories)","","65 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790735","1.6.3.15.1","275000","","","","0"
"2019","Canada (excluding territories)","","65 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790735","1.6.3.15.1","281800","","","","0"
"2015","Canada (excluding territories)","","65 years and over","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790738","1.6.3.15.4","9.2","","","","1"
"2016","Canada (excluding territories)","","65 years and over","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790738","1.6.3.15.4","8.1","","","","1"
"2017","Canada (excluding territories)","","65 years and over","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790738","1.6.3.15.4","9.2","","","","1"
"2018","Canada (excluding territories)","","65 years and over","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790738","1.6.3.15.4","8.5","","","","1"
"2019","Canada (excluding territories)","","65 years and over","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790738","1.6.3.15.4","8.4","","","","1"
"2015","Canada (excluding territories)","","65 years and over","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110790742","1.6.3.16.1","213200","","","","0"
"2016","Canada (excluding territories)","","65 years and over","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110790742","1.6.3.16.1","198700","","","","0"
"2017","Canada (excluding territories)","","65 years and over","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110790742","1.6.3.16.1","235500","","","","0"
"2018","Canada (excluding territories)","","65 years and over","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110790742","1.6.3.16.1","213000","","","","0"
"2019","Canada (excluding territories)","","65 years and over","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110790742","1.6.3.16.1","215300","","","","0"
"2015","Canada (excluding territories)","","65 years and over","Females","Current smoker, daily","Percent","Percent","239","units","0","v110790745","1.6.3.16.4","7.2","","","","1"
"2016","Canada (excluding territories)","","65 years and over","Females","Current smoker, daily","Percent","Percent","239","units","0","v110790745","1.6.3.16.4","6.5","","","","1"
"2017","Canada (excluding territories)","","65 years and over","Females","Current smoker, daily","Percent","Percent","239","units","0","v110790745","1.6.3.16.4","7.5","","","","1"
"2018","Canada (excluding territories)","","65 years and over","Females","Current smoker, daily","Percent","Percent","239","units","0","v110790745","1.6.3.16.4","6.6","","","","1"
"2019","Canada (excluding territories)","","65 years and over","Females","Current smoker, daily","Percent","Percent","239","units","0","v110790745","1.6.3.16.4","6.4","","","","1"
"2015","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790917","2.1.1.15.1","111500","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790917","2.1.1.15.1","86500","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790917","2.1.1.15.1","107500","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790917","2.1.1.15.1","83600","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110790917","2.1.1.15.1","88600","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790920","2.1.1.15.4","24.4","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790920","2.1.1.15.4","18.9","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790920","2.1.1.15.4","23.4","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790920","2.1.1.15.4","18.2","","","","1"
"2019","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Both sexes","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110790920","2.1.1.15.4","19.5","","","","1"
"2015","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110790924","2.1.1.16.1","94800","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110790924","2.1.1.16.1","68700","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110790924","2.1.1.16.1","89300","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110790924","2.1.1.16.1","63700","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Both sexes","Current smoker, daily","Number of persons","Number","223","units","0","v110790924","2.1.1.16.1","63500","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110790927","2.1.1.16.4","20.7","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110790927","2.1.1.16.4","15.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110790927","2.1.1.16.4","19.4","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110790927","2.1.1.16.4","13.9","","","","1"
"2019","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Both sexes","Current smoker, daily","Percent","Percent","239","units","0","v110790927","2.1.1.16.4","14.0","","","","1"
"2015","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110791099","2.1.2.15.1","58600","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110791099","2.1.2.15.1","47700","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110791099","2.1.2.15.1","62500","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110791099","2.1.2.15.1","46600","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Males","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110791099","2.1.2.15.1","50100","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110791102","2.1.2.15.4","26.0","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110791102","2.1.2.15.4","21.2","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110791102","2.1.2.15.4","27.7","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110791102","2.1.2.15.4","20.6","","","","1"
"2019","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Males","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110791102","2.1.2.15.4","22.4","","","","1"
"2015","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110791106","2.1.2.16.1","50400","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110791106","2.1.2.16.1","38300","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110791106","2.1.2.16.1","53500","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110791106","2.1.2.16.1","34600","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Males","Current smoker, daily","Number of persons","Number","223","units","0","v110791106","2.1.2.16.1","38300","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Males","Current smoker, daily","Percent","Percent","239","units","0","v110791109","2.1.2.16.4","22.4","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Males","Current smoker, daily","Percent","Percent","239","units","0","v110791109","2.1.2.16.4","17.0","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Males","Current smoker, daily","Percent","Percent","239","units","0","v110791109","2.1.2.16.4","23.7","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Males","Current smoker, daily","Percent","Percent","239","units","0","v110791109","2.1.2.16.4","15.3","","","","1"
"2019","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Males","Current smoker, daily","Percent","Percent","239","units","0","v110791109","2.1.2.16.4","17.2","","","","1"
"2015","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110791281","2.1.3.15.1","52900","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110791281","2.1.3.15.1","38800","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110791281","2.1.3.15.1","45100","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110791281","2.1.3.15.1","37000","","","","0"
"2019","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Females","Current smoker, daily or occasional","Number of persons","Number","223","units","0","v110791281","2.1.3.15.1","38500","","","","0"
"2015","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110791284","2.1.3.15.4","22.8","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110791284","2.1.3.15.4","16.6","","","","1"
"2017","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110791284","2.1.3.15.4","19.2","","","","1"
"2018","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110791284","2.1.3.15.4","15.9","","","","1"
"2019","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Females","Current smoker, daily or occasional","Percent","Percent","239","units","0","v110791284","2.1.3.15.4","16.6","","","","1"
"2015","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110791288","2.1.3.16.1","44400","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110791288","2.1.3.16.1","30400","","","","0"
"2017","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110791288","2.1.3.16.1","35800","","","","0"
"2018","Newfoundland and Labrador","2016A000210","Total, 12 years and over","Females","Current smoker, daily","Number of persons","Number","223","units","0","v110791288","2.1.3.16.1","29100","","","","0"
